        0.8039718E+01        0.8485281E+01        0.8485281E+01
        0.8227950E+01        0.8485281E+01        0.8485281E+01
        0.8234666E+01        0.8485281E+01        0.8485281E+01
        0.8222329E+01        0.8485281E+01        0.8485281E+01
        0.8255923E+01        0.8485281E+01        0.8485281E+01
        0.8271601E+01        0.8485281E+01        0.8485281E+01
        0.8291590E+01        0.8485281E+01        0.8485281E+01
        0.8308468E+01        0.8485281E+01        0.8485281E+01
        0.8302971E+01        0.8485281E+01        0.8485281E+01
        0.8332467E+01        0.8485281E+01        0.8485281E+01
