        0.1149573E+04       -0.4894905E+00        0.7908366E+01       -0.4894905E+00        0.1207205E+04        0.5241871E+01        0.7908366E+01        0.5241871E+01        0.1389435E+04
       -0.9948401E+03        0.6187372E+01        0.8900233E+01        0.6187372E+01       -0.9619375E+03        0.1472484E+02        0.8900233E+01        0.1472484E+02       -0.9568577E+03
        0.3790579E+03       -0.1261918E+02        0.3146259E+01       -0.1261918E+02        0.1699634E+03       -0.8884275E+01        0.3146259E+01       -0.8884275E+01        0.4282370E+03
       -0.3388337E+03       -0.8481172E+01        0.2305463E+02       -0.8481172E+01       -0.5661179E+03       -0.4133666E+01        0.2305463E+02       -0.4133666E+01       -0.3320404E+03
        0.1792306E+03       -0.4236073E+01        0.3820044E+02       -0.4236073E+01       -0.1102830E+03        0.1125651E+02        0.3820044E+02        0.1125651E+02        0.1452378E+02
       -0.1051180E+03       -0.3356043E+02       -0.4001216E+01       -0.3356043E+02       -0.2657549E+03        0.2379666E+02       -0.4001216E+01        0.2379666E+02       -0.2859278E+03
       -0.1393957E+02       -0.2428706E+02        0.2458834E+02       -0.2428706E+02       -0.1283616E+03        0.5561470E+02        0.2458834E+02        0.5561470E+02       -0.1239786E+03
       -0.1297351E+03        0.4894236E+02       -0.1506218E+02        0.4894236E+02       -0.1636886E+03       -0.2172638E+01       -0.1506218E+02       -0.2172638E+01       -0.2296297E+03
       -0.3130795E+03        0.3412419E+01       -0.7227285E-01        0.3412419E+01       -0.3475939E+03        0.4987581E+02       -0.7227285E-01        0.4987581E+02       -0.4229942E+03
       -0.1688290E+03        0.3202301E+02       -0.5788714E+01        0.3202301E+02       -0.1769699E+03        0.1241931E+02       -0.5788714E+01        0.1241931E+02       -0.2200166E+03
