        0.3962050E+07        0.7299345E+04        0.2879481E+05        0.7299345E+04        0.7747915E+06        0.1574388E+04        0.2879481E+05        0.1574388E+04        0.7960446E+06
        0.3455663E+06        0.2848337E+05        0.1383672E+05        0.2848337E+05       -0.1365964E+07        0.1255498E+05        0.1383672E+05        0.1255498E+05       -0.1356628E+07
        0.6591935E+06       -0.6774402E+04        0.5437279E+05       -0.6774402E+04       -0.9754903E+06        0.3776488E+05        0.5437279E+05        0.3776488E+05       -0.9632388E+06
        0.1462505E+07       -0.6248613E+05        0.7007663E+05       -0.6248613E+05       -0.3567111E+06        0.1903533E+05        0.7007663E+05        0.1903533E+05       -0.2426230E+06
        0.1045395E+07       -0.4007726E+05       -0.9189413E+04       -0.4007726E+05       -0.3542535E+06        0.3422148E+05       -0.9189413E+04        0.3422148E+05       -0.3599706E+06
        0.1228117E+07       -0.3533760E+05        0.1774384E+05       -0.3533760E+05       -0.2055617E+06       -0.4831960E+05        0.1774384E+05       -0.4831960E+05       -0.1997513E+06
        0.1138446E+07       -0.9674524E+05       -0.4243584E+05       -0.9674524E+05       -0.3243990E+05       -0.3610039E+05       -0.4243584E+05       -0.3610039E+05       -0.7935422E+05
        0.1228184E+07       -0.2027707E+05        0.3612364E+05       -0.2027707E+05        0.1179496E+06        0.2530281E+04        0.3612364E+05        0.2530281E+04        0.4890894E+05
        0.1584070E+07        0.2016270E+06        0.2758517E+05        0.2016270E+06        0.3913170E+06       -0.6641768E+05        0.2758517E+05       -0.6641768E+05        0.4315640E+06
        0.1241141E+07        0.3060650E+05        0.1360660E+06        0.3060650E+05        0.4114026E+06       -0.3890927E+04        0.1360660E+06       -0.3890927E+04        0.2661820E+06
