       -0.3145765E+07        0.4475912E+04       -0.2040533E+05        0.4475912E+04       -0.3129868E+07        0.2556078E+04       -0.2040533E+05        0.2556078E+04       -0.3139532E+07
       -0.2045143E+07        0.2876836E+05        0.1983831E+05        0.2876836E+05       -0.2032951E+07       -0.2756030E+04        0.1983831E+05       -0.2756030E+04       -0.2075356E+07
       -0.1142099E+07       -0.2956234E+05        0.3031628E+05       -0.2956234E+05       -0.1180104E+07        0.2116531E+05        0.3031628E+05        0.2116531E+05       -0.1126375E+07
       -0.5732411E+06        0.3005841E+05       -0.5813337E+05        0.3005841E+05       -0.6408180E+06       -0.5924211E+05       -0.5813337E+05       -0.5924211E+05       -0.5932164E+06
       -0.1375479E+06        0.2051906E+05       -0.8392598E+04        0.2051906E+05       -0.2523687E+06       -0.1610664E+05       -0.8392598E+04       -0.1610664E+05       -0.1820028E+06
       -0.8344737E+05       -0.3958883E+05        0.4723422E+04       -0.3958883E+05       -0.1140759E+06        0.4850445E+05        0.4723422E+04        0.4850445E+05       -0.1413700E+06
       -0.4649205E+05       -0.6438805E+04       -0.2451147E+05       -0.6438805E+04       -0.4612310E+05        0.5258808E+05       -0.2451147E+05        0.5258808E+05        0.4355759E+05
       -0.1221298E+06       -0.1071925E+05       -0.2631663E+05       -0.1071925E+05       -0.1704357E+06        0.4580815E+04       -0.2631663E+05        0.4580815E+04       -0.1120537E+06
        0.3908903E+05       -0.9527187E+05        0.7071471E+05       -0.9527187E+05        0.1075461E+06        0.9837281E+05        0.7071471E+05        0.9837281E+05        0.3867900E+05
       -0.2006973E+05       -0.1215061E+06       -0.5207803E+05       -0.1215061E+06       -0.1055963E+06       -0.1256203E+05       -0.5207803E+05       -0.1256203E+05        0.1389392E+05
