        0.3256837E+07        0.3068448E+04        0.2344464E+05        0.3068448E+04        0.3409845E+07        0.1656255E+05        0.2344464E+05        0.1656255E+05        0.3913428E+07
       -0.2508926E+07        0.1978609E+05        0.2837386E+05        0.1978609E+05       -0.2412075E+07        0.3878761E+05        0.2837386E+05        0.3878761E+05       -0.2402880E+07
        0.1202281E+07       -0.2933738E+05        0.2351331E+05       -0.2933738E+05        0.6381941E+06       -0.1652661E+05        0.2351331E+05       -0.1652661E+05        0.1343371E+07
       -0.6715245E+06       -0.1975626E+05        0.7272407E+05       -0.1975626E+05       -0.1243984E+07       -0.6239922E+04        0.7272407E+05       -0.6239922E+04       -0.6579655E+06
        0.7678731E+06       -0.3208982E+05        0.1115697E+06       -0.3208982E+05       -0.4349612E+05        0.4763094E+05        0.1115697E+06        0.4763094E+05        0.3072312E+06
        0.2217789E+05       -0.1063907E+06       -0.3164371E+04       -0.1063907E+06       -0.4164825E+06        0.7068095E+05       -0.3164371E+04        0.7068095E+05       -0.4736033E+06
        0.3101882E+06       -0.6269949E+05        0.4981825E+05       -0.6269949E+05        0.2451582E+05        0.1453697E+06        0.4981825E+05        0.1453697E+06        0.4501091E+04
        0.8291563E+04        0.1266441E+06       -0.2818226E+05        0.1266441E+06       -0.4524658E+05        0.8800417E+04       -0.2818226E+05        0.8800417E+04       -0.2605573E+06
       -0.4447073E+06        0.2267226E+05        0.3672077E+04        0.2267226E+05       -0.5103177E+06        0.1283537E+06        0.3672077E+04        0.1283537E+06       -0.7363617E+06
       -0.4993063E+04        0.6468607E+05       -0.5509486E+04        0.6468607E+05       -0.4164020E+05        0.4625897E+05       -0.5509486E+04        0.4625897E+05       -0.1295784E+06
