       -0.9901681E+04        0.5394942E+02        0.5394942E+02        0.5394942E+02
       -0.9901681E+04        0.5394942E+02        0.5394942E+02        0.5394942E+02
       -0.9901681E+04        0.5394942E+02        0.5394942E+02        0.5394942E+02
       -0.1001406E+05        0.5369324E+02        0.5369324E+02        0.5369324E+02
       -0.1045544E+05        0.5264324E+02        0.5264324E+02        0.5264324E+02
       -0.1132614E+05        0.4795351E+02        0.4795351E+02        0.4795351E+02
       -0.1132614E+05        0.4795351E+02        0.4795351E+02        0.4795351E+02
       -0.9901681E+04        0.5394942E+02        0.5394942E+02        0.5394942E+02
       -0.1137983E+05        0.4891060E+02        0.4891060E+02        0.4891060E+02
       -0.1137983E+05        0.4891060E+02        0.4891060E+02        0.4891060E+02
       -0.1132614E+05        0.4795351E+02        0.4795351E+02        0.4795351E+02
       -0.1138196E+05        0.4878426E+02        0.4878426E+02        0.4878426E+02
       -0.1138196E+05        0.4878426E+02        0.4878426E+02        0.4878426E+02
       -0.1138147E+05        0.4865725E+02        0.4865725E+02        0.4865725E+02
       -0.1138200E+05        0.4877803E+02        0.4877803E+02        0.4877803E+02
       -0.1138200E+05        0.4877803E+02        0.4877803E+02        0.4877803E+02
       -0.1138203E+05        0.4877180E+02        0.4877180E+02        0.4877180E+02
       -0.1138200E+05        0.4877798E+02        0.4877798E+02        0.4877798E+02
