       -0.5576393E+00        0.0000000E+00       -0.5576393E+00
       -0.4209266E+00        0.0000000E+00       -0.4209266E+00
       -0.5785408E+00        0.0000000E+00       -0.5785408E+00
       -0.7023004E+00        0.0000000E+00       -0.7023004E+00
       -0.7979058E+00        0.0000000E+00       -0.7979058E+00
       -0.8701305E+00        0.0000000E+00       -0.8701305E+00
       -0.9229747E+00        0.0000000E+00       -0.9229747E+00
       -0.9597915E+00        0.0000000E+00       -0.9597915E+00
       -0.9833928E+00        0.0000000E+00       -0.9833928E+00
       -0.9961365E+00        0.0000000E+00       -0.9961365E+00
       -0.1000000E+01        0.0000000E+00       -0.1000000E+01
       -0.9966412E+00        0.0000000E+00       -0.9966412E+00
       -0.9874496E+00        0.0000000E+00       -0.9874496E+00
       -0.9735886E+00        0.0000000E+00       -0.9735886E+00
       -0.9560320E+00        0.0000000E+00       -0.9560320E+00
       -0.9355934E+00        0.0000000E+00       -0.9355934E+00
       -0.9129517E+00        0.0000000E+00       -0.9129517E+00
       -0.8886725E+00        0.0000000E+00       -0.8886725E+00
       -0.8632255E+00        0.0000000E+00       -0.8632255E+00
       -0.8369999E+00        0.0000000E+00       -0.8369999E+00
       -0.8103170E+00        0.0000000E+00       -0.8103170E+00
       -0.7834408E+00        0.0000000E+00       -0.7834408E+00
       -0.7565871E+00        0.0000000E+00       -0.7565871E+00
       -0.7299312E+00        0.0000000E+00       -0.7299312E+00
       -0.7036140E+00        0.0000000E+00       -0.7036140E+00
       -0.6777480E+00        0.0000000E+00       -0.6777480E+00
       -0.6524217E+00        0.0000000E+00       -0.6524217E+00
       -0.6277031E+00        0.0000000E+00       -0.6277031E+00
       -0.6036436E+00        0.0000000E+00       -0.6036436E+00
       -0.5802804E+00        0.0000000E+00       -0.5802804E+00
       -0.5576393E+00        0.0000000E+00       -0.5576393E+00
       -0.5357360E+00        0.0000000E+00       -0.5357360E+00
       -0.5145786E+00        0.0000000E+00       -0.5145786E+00
       -0.4941682E+00        0.0000000E+00       -0.4941682E+00
       -0.4745010E+00        0.0000000E+00       -0.4745010E+00
       -0.4555685E+00        0.0000000E+00       -0.4555685E+00
       -0.4373590E+00        0.0000000E+00       -0.4373590E+00
       -0.4198579E+00        0.0000000E+00       -0.4198579E+00
       -0.4030486E+00        0.0000000E+00       -0.4030486E+00
       -0.3869126E+00        0.0000000E+00       -0.3869126E+00
       -0.3714304E+00        0.0000000E+00       -0.3714304E+00
       -0.3565818E+00        0.0000000E+00       -0.3565818E+00
       -0.3423458E+00        0.0000000E+00       -0.3423458E+00
       -0.3287012E+00        0.0000000E+00       -0.3287012E+00
       -0.3156266E+00        0.0000000E+00       -0.3156266E+00
       -0.3031009E+00        0.0000000E+00       -0.3031009E+00
       -0.2911031E+00        0.0000000E+00       -0.2911031E+00
       -0.2796123E+00        0.0000000E+00       -0.2796123E+00
       -0.2686084E+00        0.0000000E+00       -0.2686084E+00
       -0.2580714E+00        0.0000000E+00       -0.2580714E+00
       -0.2479820E+00        0.0000000E+00       -0.2479820E+00
       -0.2383215E+00        0.0000000E+00       -0.2383215E+00
       -0.2290717E+00        0.0000000E+00       -0.2290717E+00
       -0.2202149E+00        0.0000000E+00       -0.2202149E+00
       -0.2117342E+00        0.0000000E+00       -0.2117342E+00
       -0.2036133E+00        0.0000000E+00       -0.2036133E+00
       -0.1958364E+00        0.0000000E+00       -0.1958364E+00
       -0.1883884E+00        0.0000000E+00       -0.1883884E+00
       -0.1812548E+00        0.0000000E+00       -0.1812548E+00
       -0.1744216E+00        0.0000000E+00       -0.1744216E+00
       -0.1678756E+00        0.0000000E+00       -0.1678756E+00
       -0.1616040E+00        0.0000000E+00       -0.1616040E+00
       -0.1555945E+00        0.0000000E+00       -0.1555945E+00
       -0.1498355E+00        0.0000000E+00       -0.1498355E+00
       -0.1443157E+00        0.0000000E+00       -0.1443157E+00
       -0.1390246E+00        0.0000000E+00       -0.1390246E+00
       -0.1339518E+00        0.0000000E+00       -0.1339518E+00
       -0.1290877E+00        0.0000000E+00       -0.1290877E+00
       -0.1244230E+00        0.0000000E+00       -0.1244230E+00
       -0.1199488E+00        0.0000000E+00       -0.1199488E+00
       -0.1156566E+00        0.0000000E+00       -0.1156566E+00
       -0.1115383E+00        0.0000000E+00       -0.1115383E+00
       -0.1075864E+00        0.0000000E+00       -0.1075864E+00
       -0.1037933E+00        0.0000000E+00       -0.1037933E+00
       -0.1001522E+00        0.0000000E+00       -0.1001522E+00
       -0.9665622E-01        0.0000000E+00       -0.9665622E-01
       -0.9329914E-01        0.0000000E+00       -0.9329914E-01
       -0.9007484E-01        0.0000000E+00       -0.9007484E-01
       -0.8697752E-01        0.0000000E+00       -0.8697752E-01
       -0.8400167E-01        0.0000000E+00       -0.8400167E-01
       -0.8114201E-01        0.0000000E+00       -0.8114201E-01
       -0.7839352E-01        0.0000000E+00       -0.7839352E-01
       -0.7575141E-01        0.0000000E+00       -0.7575141E-01
       -0.7321112E-01        0.0000000E+00       -0.7321112E-01
       -0.7076828E-01        0.0000000E+00       -0.7076828E-01
       -0.6841874E-01        0.0000000E+00       -0.6841874E-01
       -0.6615853E-01        0.0000000E+00       -0.6615853E-01
       -0.6398388E-01        0.0000000E+00       -0.6398388E-01
       -0.6189117E-01        0.0000000E+00       -0.6189117E-01
       -0.5987696E-01        0.0000000E+00       -0.5987696E-01
       -0.5793796E-01        0.0000000E+00       -0.5793796E-01
       -0.5607103E-01        0.0000000E+00       -0.5607103E-01
       -0.5427319E-01        0.0000000E+00       -0.5427319E-01
       -0.5254157E-01        0.0000000E+00       -0.5254157E-01
       -0.5087344E-01        0.0000000E+00       -0.5087344E-01
       -0.4926619E-01        0.0000000E+00       -0.4926619E-01
       -0.4771734E-01        0.0000000E+00       -0.4771734E-01
       -0.4622451E-01        0.0000000E+00       -0.4622451E-01
       -0.4478542E-01        0.0000000E+00       -0.4478542E-01
       -0.4339790E-01        0.0000000E+00       -0.4339790E-01
       -0.4205988E-01        0.0000000E+00       -0.4205988E-01
       -0.4076938E-01        0.0000000E+00       -0.4076938E-01
       -0.3952449E-01        0.0000000E+00       -0.3952449E-01
       -0.3832341E-01        0.0000000E+00       -0.3832341E-01
       -0.3716440E-01        0.0000000E+00       -0.3716440E-01
       -0.3604580E-01        0.0000000E+00       -0.3604580E-01
       -0.3496604E-01        0.0000000E+00       -0.3496604E-01
       -0.3392358E-01        0.0000000E+00       -0.3392358E-01
       -0.3291698E-01        0.0000000E+00       -0.3291698E-01
       -0.3194485E-01        0.0000000E+00       -0.3194485E-01
       -0.3100586E-01        0.0000000E+00       -0.3100586E-01
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
        0.0000000E+00        0.0000000E+00        0.0000000E+00
