       -0.9660115E+00        0.3016142E-01       -0.9358501E+00
       -0.9600748E+00        0.1935297E-01       -0.9407219E+00
       -0.9547229E+00        0.1480881E-01       -0.9399141E+00
       -0.9501840E+00        0.1121496E-01       -0.9389690E+00
       -0.9462689E+00        0.8960002E-02       -0.9373089E+00
       -0.9429892E+00        0.4568016E-02       -0.9384212E+00
       -0.9408667E+00        0.2644599E-02       -0.9382221E+00
       -0.9396594E+00        0.1249651E-02       -0.9384098E+00
       -0.9396125E+00        0.1127863E-02       -0.9384847E+00
       -0.9408183E+00        0.1409142E-02       -0.9394091E+00
       -0.9426447E+00        0.2525719E-02       -0.9401189E+00
       -0.9232900E+00        0.6942691E-02       -0.9163473E+00
       -0.9282019E+00        0.1354758E-01       -0.9146543E+00
       -0.9339379E+00        0.1638619E-01       -0.9175517E+00
       -0.9402697E+00        0.2205103E-01       -0.9182187E+00
       -0.9474567E+00        0.2813555E-01       -0.9193211E+00
       -0.9547933E+00        0.3032036E-01       -0.9244729E+00
       -0.9626425E+00        0.4025229E-01       -0.9223902E+00
       -0.9704825E+00        0.3929290E-01       -0.9311896E+00
       -0.9778610E+00        0.4519093E-01       -0.9326701E+00
       -0.9846567E+00        0.5545502E-01       -0.9292017E+00
       -0.9898993E+00        0.2843427E-01       -0.9614650E+00
       -0.9936888E+00        0.3225366E-01       -0.9614351E+00
       -0.9969955E+00        0.4489273E-01       -0.9521027E+00
       -0.9993135E+00        0.4723538E-01       -0.9520781E+00
       -0.9999937E+00        0.4367000E-01       -0.9563237E+00
       -0.9990453E+00        0.3812336E-01       -0.9609219E+00
       -0.9966607E+00        0.3322139E-01       -0.9634394E+00
       -0.9928311E+00        0.3243131E-01       -0.9603998E+00
       -0.9875001E+00        0.3018134E-01       -0.9573188E+00
       -0.9810853E+00        0.2534372E-01       -0.9557416E+00
       -0.9460435E+00        0.4153178E-01       -0.9045117E+00
       -0.9313710E+00        0.2357933E-01       -0.9077917E+00
       -0.9203135E+00        0.1281205E-01       -0.9075015E+00
       -0.9140876E+00        0.5332613E-02       -0.9087550E+00
       -0.9123006E+00        0.3130842E-02       -0.9091697E+00
       -0.9149318E+00        0.4538080E-02       -0.9103937E+00
       -0.9217749E+00        0.1106116E-01       -0.9107137E+00
       -0.9318187E+00        0.1869690E-01       -0.9131218E+00
       -0.9443749E+00        0.3060040E-01       -0.9137745E+00
       -0.9590166E+00        0.5021498E-01       -0.9088016E+00
       -0.9898164E+00        0.3273401E-01       -0.9570824E+00
       -0.9942115E+00        0.3634105E-01       -0.9578705E+00
       -0.9974314E+00        0.3956091E-01       -0.9578705E+00
       -0.9994094E+00        0.4068681E-01       -0.9587226E+00
       -0.1000000E+01        0.3391625E-01       -0.9660837E+00
       -0.9994673E+00        0.3490867E-01       -0.9645587E+00
       -0.9980454E+00        0.3547065E-01       -0.9625748E+00
       -0.9958767E+00        0.2773743E-01       -0.9681393E+00
       -0.9933247E+00        0.2562811E-01       -0.9676966E+00
       -0.9904119E+00        0.2270347E-01       -0.9677084E+00
       -0.9885383E+00        0.2370876E-01       -0.9648295E+00
       -0.9847861E+00        0.1827495E-01       -0.9665112E+00
       -0.9807534E+00        0.1816970E-01       -0.9625837E+00
       -0.9768324E+00        0.1555028E-01       -0.9612821E+00
       -0.9730188E+00        0.1293051E-01       -0.9600883E+00
       -0.9697295E+00        0.1033702E-01       -0.9593925E+00
       -0.9667554E+00        0.8843517E-02       -0.9579118E+00
       -0.9642307E+00        0.7519151E-02       -0.9567115E+00
       -0.9621908E+00        0.4926679E-02       -0.9572641E+00
       -0.9609025E+00        0.5917623E-02       -0.9549849E+00
       -0.9422213E+00        0.5764330E-02       -0.9364570E+00
       -0.9448169E+00        0.8551565E-02       -0.9362653E+00
       -0.9487336E+00        0.1004446E-01       -0.9386892E+00
       -0.9533347E+00        0.1559983E-01       -0.9377349E+00
       -0.9586099E+00        0.1821997E-01       -0.9403899E+00
       -0.9646842E+00        0.2698270E-01       -0.9377015E+00
       -0.9712230E+00        0.3666980E-01       -0.9345532E+00
       -0.9780021E+00        0.4345749E-01       -0.9345446E+00
       -0.9843380E+00        0.4778338E-01       -0.9365546E+00
       -0.9897232E+00        0.4617681E-01       -0.9435464E+00
       -0.9963669E+00        0.1048375E-01       -0.9858832E+00
       -0.9945760E+00        0.8157586E-02       -0.9864184E+00
       -0.9925113E+00        0.8330345E-02       -0.9841809E+00
       -0.9904182E+00        0.5319174E-02       -0.9850990E+00
       -0.9885967E+00        0.2158276E-02       -0.9864384E+00
       -0.9876479E+00        0.6572575E-03       -0.9869907E+00
       -0.9878523E+00        0.1408016E-02       -0.9864443E+00
       -0.9889319E+00        0.2826053E-02       -0.9861059E+00
       -0.9907621E+00        0.6481724E-02       -0.9842804E+00
       -0.9930742E+00        0.7423357E-02       -0.9856508E+00
       -0.9778275E+00        0.3388232E-01       -0.9439452E+00
       -0.9731488E+00        0.3295485E-01       -0.9401940E+00
       -0.9695375E+00        0.2588862E-01       -0.9436489E+00
       -0.9668516E+00        0.2511954E-01       -0.9417321E+00
       -0.9662702E+00        0.1853478E-01       -0.9477354E+00
       -0.9671009E+00        0.1633177E-01       -0.9507692E+00
       -0.9698085E+00        0.1974534E-01       -0.9500631E+00
       -0.9748836E+00        0.2619924E-01       -0.9486844E+00
       -0.9806005E+00        0.3179483E-01       -0.9488057E+00
       -0.9857827E+00        0.2988862E-01       -0.9558941E+00
       -0.9998105E+00        0.2358625E-01       -0.9762243E+00
       -0.9989038E+00        0.2086727E-01       -0.9780365E+00
       -0.9972672E+00        0.2110580E-01       -0.9761614E+00
       -0.9950190E+00        0.1898752E-01       -0.9760315E+00
       -0.9923960E+00        0.1621769E-01       -0.9761783E+00
       -0.9895972E+00        0.1378094E-01       -0.9758162E+00
       -0.9868787E+00        0.8524863E-02       -0.9783538E+00
       -0.9845018E+00        0.4794093E-02       -0.9797077E+00
       -0.9828871E+00        0.1992553E-02       -0.9808945E+00
       -0.9815997E+00        0.2041197E-02       -0.9795585E+00
       -0.9905450E+00        0.4203518E-02       -0.9863415E+00
       -0.9920572E+00        0.5657014E-02       -0.9864002E+00
       -0.9937720E+00        0.6931141E-02       -0.9868408E+00
       -0.9953247E+00        0.7332246E-02       -0.9879924E+00
       -0.9968540E+00        0.1129220E-01       -0.9855618E+00
       -0.9982863E+00        0.1354789E-01       -0.9847384E+00
       -0.9992996E+00        0.1191454E-01       -0.9873850E+00
       -0.9998472E+00        0.1061779E-01       -0.9892294E+00
       -0.9999966E+00        0.1164357E-01       -0.9883530E+00
       -0.9997259E+00        0.1138184E-01       -0.9883440E+00
       -0.9890404E+00        0.6120126E-02       -0.9829202E+00
       -0.9908653E+00        0.9787810E-02       -0.9810775E+00
       -0.9927178E+00        0.1225749E-01       -0.9804603E+00
       -0.9945602E+00        0.1352838E-01       -0.9810318E+00
       -0.9962460E+00        0.1635037E-01       -0.9798956E+00
       -0.9977665E+00        0.1821724E-01       -0.9795493E+00
       -0.9989270E+00        0.1671537E-01       -0.9822116E+00
       -0.9996951E+00        0.1877589E-01       -0.9809192E+00
       -0.1000000E+01        0.2045753E-01       -0.9795424E+00
       -0.9997050E+00        0.1674035E-01       -0.9829647E+00
       -0.9926439E+00        0.6409780E-02       -0.9862341E+00
       -0.9909357E+00        0.5702803E-02       -0.9852329E+00
       -0.9891233E+00        0.6097151E-02       -0.9830261E+00
       -0.9877108E+00        0.4752415E-02       -0.9829584E+00
       -0.9870203E+00        0.2957686E-02       -0.9840626E+00
       -0.9867832E+00        0.1803071E-02       -0.9849801E+00
       -0.9871948E+00        0.2101435E-02       -0.9850934E+00
       -0.9881290E+00        0.2100040E-02       -0.9860290E+00
       -0.9891980E+00        0.1407154E-02       -0.9877908E+00
       -0.9906237E+00        0.3501973E-02       -0.9871218E+00
       -0.9855379E+00        0.8723185E-02       -0.9768147E+00
       -0.9839180E+00        0.9001307E-02       -0.9749167E+00
       -0.9838875E+00        0.6756053E-02       -0.9771314E+00
       -0.9846481E+00        0.7051021E-02       -0.9775971E+00
       -0.9864803E+00        0.8353787E-02       -0.9781265E+00
       -0.9886509E+00        0.1029998E-01       -0.9783509E+00
       -0.9908448E+00        0.1072199E-01       -0.9801228E+00
       -0.9930387E+00        0.1147560E-01       -0.9815631E+00
       -0.9950223E+00        0.1275017E-01       -0.9822722E+00
       -0.9970157E+00        0.1613915E-01       -0.9808766E+00
       -0.9988542E+00        0.1082319E-01       -0.9880310E+00
       -0.9980920E+00        0.7340955E-02       -0.9907511E+00
       -0.9971707E+00        0.8342472E-02       -0.9888282E+00
       -0.9960339E+00        0.6757209E-02       -0.9892766E+00
       -0.9949712E+00        0.3877179E-02       -0.9910940E+00
       -0.9942064E+00        0.2025266E-02       -0.9921812E+00
       -0.9936142E+00        0.1421324E-02       -0.9921929E+00
       -0.9933858E+00        0.2110248E-02       -0.9912755E+00
       -0.9934173E+00        0.8147287E-03       -0.9926026E+00
       -0.9936708E+00        0.1073019E-02       -0.9925977E+00
       -0.9939376E+00        0.9837969E-03       -0.9929538E+00
       -0.9942356E+00        0.1379319E-02       -0.9928563E+00
       -0.9947106E+00        0.1569447E-02       -0.9931411E+00
       -0.9951667E+00        0.9081839E-03       -0.9942585E+00
       -0.9955786E+00        0.1251161E-02       -0.9943275E+00
       -0.9961312E+00        0.1441290E-02       -0.9946899E+00
       -0.9964829E+00        0.1034423E-02       -0.9954485E+00
       -0.9967980E+00        0.1427703E-02       -0.9953703E+00
       -0.9970719E+00        0.1855112E-02       -0.9952168E+00
       -0.9974372E+00        0.2345998E-02       -0.9950912E+00
       -0.9933706E+00        0.5992202E-02       -0.9873784E+00
       -0.9943975E+00        0.6687662E-02       -0.9877098E+00
       -0.9954404E+00        0.6605321E-02       -0.9888350E+00
       -0.9965999E+00        0.8446638E-02       -0.9881532E+00
       -0.9977253E+00        0.7399540E-02       -0.9903258E+00
       -0.9986128E+00        0.8064933E-02       -0.9905479E+00
       -0.9993175E+00        0.9394450E-02       -0.9899230E+00
       -0.9997950E+00        0.8236085E-02       -0.9915590E+00
       -0.9999890E+00        0.8406092E-02       -0.9915829E+00
       -0.9999399E+00        0.8066136E-02       -0.9918737E+00
       -0.9974825E+00        0.4138771E-03       -0.9970686E+00
       -0.9975857E+00        0.1037464E-02       -0.9965482E+00
       -0.9977236E+00        0.6543635E-03       -0.9970692E+00
       -0.9979931E+00        0.1007334E-02       -0.9969858E+00
       -0.9983135E+00        0.9706129E-03       -0.9973429E+00
       -0.9985161E+00        0.1037414E-02       -0.9974787E+00
