       -0.1125977E-02        0.8128709E+01        0.8127583E+01        0.3144306E+03
       -0.1741374E-02        0.7241323E+01        0.7239582E+01        0.2801052E+03
       -0.4043514E-02        0.8093135E+01        0.8089092E+01        0.3130546E+03
       -0.9440958E-02        0.6846623E+01        0.6837182E+01        0.2648376E+03
       -0.4998045E-02        0.8420968E+01        0.8415970E+01        0.3257356E+03
       -0.6144911E-02        0.7640139E+01        0.7633994E+01        0.2955320E+03
       -0.1086527E-01        0.7211825E+01        0.7200960E+01        0.2789642E+03
       -0.6113614E-02        0.7921791E+01        0.7915678E+01        0.3064267E+03
       -0.1021287E-01        0.7174534E+01        0.7164322E+01        0.2775217E+03
        0.1466866E-02        0.7721990E+01        0.7723457E+01        0.2986981E+03
       -0.4032693E-02        0.8038410E+01        0.8034377E+01        0.3109377E+03
       -0.8985598E-02        0.7522639E+01        0.7513653E+01        0.2909869E+03
       -0.1351376E-01        0.7570308E+01        0.7556794E+01        0.2928308E+03
       -0.1387310E-01        0.8486649E+01        0.8472776E+01        0.3282763E+03
       -0.1558857E-01        0.6604076E+01        0.6588488E+01        0.2554555E+03
       -0.1359682E-01        0.7344328E+01        0.7330732E+01        0.2840896E+03
       -0.9026494E-02        0.7492863E+01        0.7483837E+01        0.2898351E+03
       -0.9916827E-02        0.7333034E+01        0.7323117E+01        0.2836527E+03
       -0.1062865E-01        0.7551335E+01        0.7540706E+01        0.2920969E+03
       -0.6028811E-02        0.7336862E+01        0.7330833E+01        0.2838008E+03
       -0.1343207E-01        0.8403231E+01        0.8389799E+01        0.3250495E+03
       -0.9795549E-02        0.7827753E+01        0.7817957E+01        0.3027892E+03
        0.2171336E-03        0.7126255E+01        0.7126473E+01        0.2756542E+03
       -0.3387508E-02        0.8755310E+01        0.8751922E+01        0.3386685E+03
       -0.1582247E-01        0.7276551E+01        0.7260728E+01        0.2814679E+03
       -0.1361387E-01        0.7218811E+01        0.7205197E+01        0.2792344E+03
       -0.8999748E-02        0.6987719E+01        0.6978719E+01        0.2702954E+03
       -0.1202806E-01        0.9121899E+01        0.9109871E+01        0.3528487E+03
       -0.2497519E-03        0.7968261E+01        0.7968012E+01        0.3082243E+03
       -0.5778736E-02        0.7192677E+01        0.7186899E+01        0.2782235E+03
       -0.9096678E-02        0.8065683E+01        0.8056586E+01        0.3119927E+03
       -0.7952352E-02        0.8084610E+01        0.8076658E+01        0.3127248E+03
       -0.8503223E-02        0.7438968E+01        0.7430465E+01        0.2877504E+03
       -0.1378597E-01        0.8720504E+01        0.8706718E+01        0.3373221E+03
       -0.8234268E-02        0.7717188E+01        0.7708954E+01        0.2985124E+03
        0.9276168E-02        0.8902932E+01        0.8912208E+01        0.3443787E+03
       -0.1071713E-01        0.8111161E+01        0.8100444E+01        0.3137518E+03
       -0.1399574E-01        0.7906545E+01        0.7892550E+01        0.3058370E+03
       -0.9837172E-02        0.8246264E+01        0.8236427E+01        0.3189778E+03
       -0.1837088E-01        0.7366078E+01        0.7347707E+01        0.2849309E+03
       -0.1339919E-01        0.7878147E+01        0.7864748E+01        0.3047385E+03
        0.3798749E-01        0.8119874E+01        0.8157862E+01        0.3140889E+03
       -0.1329314E-01        0.8293293E+01        0.8280000E+01        0.3207970E+03
       -0.1379952E-01        0.7581361E+01        0.7567561E+01        0.2932584E+03
        0.1715611E-01        0.7382905E+01        0.7400061E+01        0.2855818E+03
       -0.1239754E-01        0.7664792E+01        0.7652395E+01        0.2964856E+03
        0.1415134E-02        0.8275714E+01        0.8277129E+01        0.3201170E+03
       -0.1533038E-01        0.7970965E+01        0.7955635E+01        0.3083288E+03
        0.1515239E-01        0.8501795E+01        0.8516947E+01        0.3288621E+03
       -0.7959695E-02        0.7691679E+01        0.7683720E+01        0.2975257E+03
        0.1323070E-01        0.7744122E+01        0.7757352E+01        0.2995542E+03
       -0.1232938E-01        0.7259762E+01        0.7247432E+01        0.2808184E+03
       -0.1550168E-01        0.7359929E+01        0.7344427E+01        0.2846931E+03
       -0.1544353E-01        0.7305067E+01        0.7289623E+01        0.2825709E+03
        0.9325742E-02        0.7939879E+01        0.7949205E+01        0.3071264E+03
       -0.8919964E-02        0.8068915E+01        0.8059995E+01        0.3121177E+03
       -0.1182353E-01        0.7368257E+01        0.7356434E+01        0.2850152E+03
       -0.6156505E-02        0.7028247E+01        0.7022091E+01        0.2718631E+03
       -0.1110619E-01        0.7771499E+01        0.7760393E+01        0.3006132E+03
